"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"01.07.2020 17:00 - 01.07.2020 17:15","59602","61277"
"01.07.2020 17:15 - 01.07.2020 17:30","59648","61409"
"01.07.2020 17:30 - 01.07.2020 17:45","59550","61021"
"01.07.2020 17:45 - 01.07.2020 18:00","59503","61093"
"01.07.2020 18:00 - 01.07.2020 18:15","59270","60618"
"01.07.2020 18:15 - 01.07.2020 18:30","59191","60566"
"01.07.2020 18:30 - 01.07.2020 18:45","59177","60469"
"01.07.2020 18:45 - 01.07.2020 19:00","59013","60537"
"01.07.2020 19:00 - 01.07.2020 19:15","59073","59880"
"01.07.2020 19:15 - 01.07.2020 19:30","58576","59485"
"01.07.2020 19:30 - 01.07.2020 19:45","58042","59163"
"01.07.2020 19:45 - 01.07.2020 20:00","57896","58866"
"01.07.2020 20:00 - 01.07.2020 20:15","57266","58073"
"01.07.2020 20:15 - 01.07.2020 20:30","56239","57380"
"01.07.2020 20:30 - 01.07.2020 20:45","55357","56809"
"01.07.2020 20:45 - 01.07.2020 21:00","54642","55709"
"01.07.2020 21:00 - 01.07.2020 21:15","52629","54721"
"01.07.2020 21:15 - 01.07.2020 21:30","53495","54167"
"01.07.2020 21:30 - 01.07.2020 21:45","52726","53562"
"01.07.2020 21:45 - 01.07.2020 22:00","52383","53457"
"01.07.2020 22:00 - 01.07.2020 22:15","52147","53602"
"01.07.2020 22:15 - 01.07.2020 22:30","51129","53205"
"01.07.2020 22:30 - 01.07.2020 22:45","50145","52335"
"01.07.2020 22:45 - 01.07.2020 23:00","49076","51093"
"01.07.2020 23:00 - 01.07.2020 23:15","48024","49154"
"01.07.2020 23:15 - 01.07.2020 23:30","46991","47881"
"01.07.2020 23:30 - 01.07.2020 23:45","46260","47371"
"01.07.2020 23:45 - 02.07.2020 00:00","45691","46158"
"02.07.2020 00:00 - 02.07.2020 00:15","44716","45989"
"02.07.2020 00:15 - 02.07.2020 00:30","44271","45417"
"02.07.2020 00:30 - 02.07.2020 00:45","43819","45510"
"02.07.2020 00:45 - 02.07.2020 01:00","43602","45578"
"02.07.2020 01:00 - 02.07.2020 01:15","42447","44050"
"02.07.2020 01:15 - 02.07.2020 01:30","42487","43662"
"02.07.2020 01:30 - 02.07.2020 01:45","42093","43153"
"02.07.2020 01:45 - 02.07.2020 02:00","41462","42690"
"02.07.2020 02:00 - 02.07.2020 02:15","41307","42978"
"02.07.2020 02:15 - 02.07.2020 02:30","41225","43072"
"02.07.2020 02:30 - 02.07.2020 02:45","41050","43042"
"02.07.2020 02:45 - 02.07.2020 03:00","40867","42915"
"02.07.2020 03:00 - 02.07.2020 03:15","41066","42201"
"02.07.2020 03:15 - 02.07.2020 03:30","41043","42046"
"02.07.2020 03:30 - 02.07.2020 03:45","40850","42007"
"02.07.2020 03:45 - 02.07.2020 04:00","40872","41994"
"02.07.2020 04:00 - 02.07.2020 04:15","41261","42312"
"02.07.2020 04:15 - 02.07.2020 04:30","41524","42608"
"02.07.2020 04:30 - 02.07.2020 04:45","41665","43244"
"02.07.2020 04:45 - 02.07.2020 05:00","42074","43622"
"02.07.2020 05:00 - 02.07.2020 05:15","43270","44484"
"02.07.2020 05:15 - 02.07.2020 05:30","43472","44982"
"02.07.2020 05:30 - 02.07.2020 05:45","44224","45772"
"02.07.2020 05:45 - 02.07.2020 06:00","45510","46924"
"02.07.2020 06:00 - 02.07.2020 06:15","48699","49542"
"02.07.2020 06:15 - 02.07.2020 06:30","50560","51287"
"02.07.2020 06:30 - 02.07.2020 06:45","52195","52817"
"02.07.2020 06:45 - 02.07.2020 07:00","53594","53957"
"02.07.2020 07:00 - 02.07.2020 07:15","55583","55469"
"02.07.2020 07:15 - 02.07.2020 07:30","56702","56760"
"02.07.2020 07:30 - 02.07.2020 07:45","57639","57849"
"02.07.2020 07:45 - 02.07.2020 08:00","58433","58457"
"02.07.2020 08:00 - 02.07.2020 08:15","59377","59832"
"02.07.2020 08:15 - 02.07.2020 08:30","60549","60390"
"02.07.2020 08:30 - 02.07.2020 08:45","60838","61187"
"02.07.2020 08:45 - 02.07.2020 09:00","61704","61581"
"02.07.2020 09:00 - 02.07.2020 09:15","61273","61315"
"02.07.2020 09:15 - 02.07.2020 09:30","61326","61825"
"02.07.2020 09:30 - 02.07.2020 09:45","62083","62797"
"02.07.2020 09:45 - 02.07.2020 10:00","62227","63306"
"02.07.2020 10:00 - 02.07.2020 10:15","62568","63801"
"02.07.2020 10:15 - 02.07.2020 10:30","63070","63721"
"02.07.2020 10:30 - 02.07.2020 10:45","63311","64295"
"02.07.2020 10:45 - 02.07.2020 11:00","63856","64882"
"02.07.2020 11:00 - 02.07.2020 11:15","64177","65317"
"02.07.2020 11:15 - 02.07.2020 11:30","64221","65689"
"02.07.2020 11:30 - 02.07.2020 11:45","64768","65694"
"02.07.2020 11:45 - 02.07.2020 12:00","65155","66038"
"02.07.2020 12:00 - 02.07.2020 12:15","65182","65867"
"02.07.2020 12:15 - 02.07.2020 12:30","64616","65602"
"02.07.2020 12:30 - 02.07.2020 12:45","64384","64930"
"02.07.2020 12:45 - 02.07.2020 13:00","64410","65275"
"02.07.2020 13:00 - 02.07.2020 13:15","64172","65421"
"02.07.2020 13:15 - 02.07.2020 13:30","64251","64777"
"02.07.2020 13:30 - 02.07.2020 13:45","63364","64557"
"02.07.2020 13:45 - 02.07.2020 14:00","62807","63882"
"02.07.2020 14:00 - 02.07.2020 14:15","62350","63189"
"02.07.2020 14:15 - 02.07.2020 14:30","62246","63099"
"02.07.2020 14:30 - 02.07.2020 14:45","62240","62840"
"02.07.2020 14:45 - 02.07.2020 15:00","62056","62534"
"02.07.2020 15:00 - 02.07.2020 15:15","61794","62702"
"02.07.2020 15:15 - 02.07.2020 15:30","61030","62162"
"02.07.2020 15:30 - 02.07.2020 15:45","61088","62038"
"02.07.2020 15:45 - 02.07.2020 16:00","60502","61554"
"02.07.2020 16:00 - 02.07.2020 16:15","60278","61096"
"02.07.2020 16:15 - 02.07.2020 16:30","59600","60781"
"02.07.2020 16:30 - 02.07.2020 16:45","59920","60311"
"02.07.2020 16:45 - 02.07.2020 17:00","59263","60277"
"02.07.2020 17:00 - 02.07.2020 17:15","59690","61021"
"02.07.2020 17:15 - 02.07.2020 17:30","59191","60785"
"02.07.2020 17:30 - 02.07.2020 17:45","58879","60561"
"02.07.2020 17:45 - 02.07.2020 18:00","58902","60940"
"02.07.2020 18:00 - 02.07.2020 18:15","58683","60326"
"02.07.2020 18:15 - 02.07.2020 18:30","58994","59726"
"02.07.2020 18:30 - 02.07.2020 18:45","58560","59506"
"02.07.2020 18:45 - 02.07.2020 19:00","58460","59813"
"02.07.2020 19:00 - 02.07.2020 19:15","58621","59695"
"02.07.2020 19:15 - 02.07.2020 19:30","58298","59035"
"02.07.2020 19:30 - 02.07.2020 19:45","57936","58855"
"02.07.2020 19:45 - 02.07.2020 20:00","58053","58233"
"02.07.2020 20:00 - 02.07.2020 20:15","56975","57491"
"02.07.2020 20:15 - 02.07.2020 20:30","55982","56590"
"02.07.2020 20:30 - 02.07.2020 20:45","55175","55675"
"02.07.2020 20:45 - 02.07.2020 21:00","54293","54733"
"02.07.2020 21:00 - 02.07.2020 21:15","52284","54056"
"02.07.2020 21:15 - 02.07.2020 21:30","53023","53448"
"02.07.2020 21:30 - 02.07.2020 21:45","52383","52950"
"02.07.2020 21:45 - 02.07.2020 22:00","52152","52787"
"02.07.2020 22:00 - 02.07.2020 22:15","51995","52952"
"02.07.2020 22:15 - 02.07.2020 22:30","51166","51997"
"02.07.2020 22:30 - 02.07.2020 22:45","50256","50917"
"02.07.2020 22:45 - 02.07.2020 23:00","49343","49610"
"02.07.2020 23:00 - 02.07.2020 23:15","48089","48327"
"02.07.2020 23:15 - 02.07.2020 23:30","47094","47235"
"02.07.2020 23:30 - 02.07.2020 23:45","46587","46776"
"02.07.2020 23:45 - 03.07.2020 00:00","46032","45768"
"03.07.2020 00:00 - 03.07.2020 00:15","44990","44156"
"03.07.2020 00:15 - 03.07.2020 00:30","44451","43706"
"03.07.2020 00:30 - 03.07.2020 00:45","43979","43309"
"03.07.2020 00:45 - 03.07.2020 01:00","43634","42994"
"03.07.2020 01:00 - 03.07.2020 01:15","42862","42399"
"03.07.2020 01:15 - 03.07.2020 01:30","42758","42124"
"03.07.2020 01:30 - 03.07.2020 01:45","42316","41793"
"03.07.2020 01:45 - 03.07.2020 02:00","41960","41262"
"03.07.2020 02:00 - 03.07.2020 02:15","41611","41005"
"03.07.2020 02:15 - 03.07.2020 02:30","41456","40954"
"03.07.2020 02:30 - 03.07.2020 02:45","41142","41193"
"03.07.2020 02:45 - 03.07.2020 03:00","41072","41253"
"03.07.2020 03:00 - 03.07.2020 03:15","41174","41264"
"03.07.2020 03:15 - 03.07.2020 03:30","41252","41229"
"03.07.2020 03:30 - 03.07.2020 03:45","41211","41350"
"03.07.2020 03:45 - 03.07.2020 04:00","41239","41383"
"03.07.2020 04:00 - 03.07.2020 04:15","41748","41403"
"03.07.2020 04:15 - 03.07.2020 04:30","41994","41833"
"03.07.2020 04:30 - 03.07.2020 04:45","42293","42347"
"03.07.2020 04:45 - 03.07.2020 05:00","42846","42776"
"03.07.2020 05:00 - 03.07.2020 05:15","43669","43809"
"03.07.2020 05:15 - 03.07.2020 05:30","43911","44233"
"03.07.2020 05:30 - 03.07.2020 05:45","44764","44964"
"03.07.2020 05:45 - 03.07.2020 06:00","45988","45731"
"03.07.2020 06:00 - 03.07.2020 06:15","48906","48276"
"03.07.2020 06:15 - 03.07.2020 06:30","50703","49595"
"03.07.2020 06:30 - 03.07.2020 06:45","52086","51345"
"03.07.2020 06:45 - 03.07.2020 07:00","53598","52810"
"03.07.2020 07:00 - 03.07.2020 07:15","55366","54467"
"03.07.2020 07:15 - 03.07.2020 07:30","56374","55438"
"03.07.2020 07:30 - 03.07.2020 07:45","57428","56606"
"03.07.2020 07:45 - 03.07.2020 08:00","58404","57545"
"03.07.2020 08:00 - 03.07.2020 08:15","59268","58371"
"03.07.2020 08:15 - 03.07.2020 08:30","59932","58555"
"03.07.2020 08:30 - 03.07.2020 08:45","60184","59210"
"03.07.2020 08:45 - 03.07.2020 09:00","60657","59528"
"03.07.2020 09:00 - 03.07.2020 09:15","60407","59726"
"03.07.2020 09:15 - 03.07.2020 09:30","60640","60357"
"03.07.2020 09:30 - 03.07.2020 09:45","61226","61409"
"03.07.2020 09:45 - 03.07.2020 10:00","61804","61971"
"03.07.2020 10:00 - 03.07.2020 10:15","61938","62065"
"03.07.2020 10:15 - 03.07.2020 10:30","62338","62484"
"03.07.2020 10:30 - 03.07.2020 10:45","62522","63161"
"03.07.2020 10:45 - 03.07.2020 11:00","62945","63310"
"03.07.2020 11:00 - 03.07.2020 11:15","63434","63943"
"03.07.2020 11:15 - 03.07.2020 11:30","63543","64083"
"03.07.2020 11:30 - 03.07.2020 11:45","63802","64014"
"03.07.2020 11:45 - 03.07.2020 12:00","63973","64249"
"03.07.2020 12:00 - 03.07.2020 12:15","63785","63557"
"03.07.2020 12:15 - 03.07.2020 12:30","63510","63352"
"03.07.2020 12:30 - 03.07.2020 12:45","63255","62872"
"03.07.2020 12:45 - 03.07.2020 13:00","63033","62051"
"03.07.2020 13:00 - 03.07.2020 13:15","62745","61738"
"03.07.2020 13:15 - 03.07.2020 13:30","62164","61343"
"03.07.2020 13:30 - 03.07.2020 13:45","61825","60901"
"03.07.2020 13:45 - 03.07.2020 14:00","61233","60214"
"03.07.2020 14:00 - 03.07.2020 14:15","61002","60713"
"03.07.2020 14:15 - 03.07.2020 14:30","60980","60666"
"03.07.2020 14:30 - 03.07.2020 14:45","60684","60354"
"03.07.2020 14:45 - 03.07.2020 15:00","60493","59917"
"03.07.2020 15:00 - 03.07.2020 15:15","60206","60160"
"03.07.2020 15:15 - 03.07.2020 15:30","59545","59747"
"03.07.2020 15:30 - 03.07.2020 15:45","59212","59438"
"03.07.2020 15:45 - 03.07.2020 16:00","58733","59193"
"03.07.2020 16:00 - 03.07.2020 16:15","58474","58752"
"03.07.2020 16:15 - 03.07.2020 16:30","58090","58555"
"03.07.2020 16:30 - 03.07.2020 16:45","58323","58194"
"03.07.2020 16:45 - 03.07.2020 17:00","58101","58266"
"03.07.2020 17:00 - 03.07.2020 17:15","58272","58699"
"03.07.2020 17:15 - 03.07.2020 17:30","58372","58654"
"03.07.2020 17:30 - 03.07.2020 17:45","58093","58281"
"03.07.2020 17:45 - 03.07.2020 18:00","57958","58012"
"03.07.2020 18:00 - 03.07.2020 18:15","57792","57325"
"03.07.2020 18:15 - 03.07.2020 18:30","57589","56588"
"03.07.2020 18:30 - 03.07.2020 18:45","57087","56629"
"03.07.2020 18:45 - 03.07.2020 19:00","56736","56752"
"03.07.2020 19:00 - 03.07.2020 19:15","56915","56105"
"03.07.2020 19:15 - 03.07.2020 19:30","56480","55747"
"03.07.2020 19:30 - 03.07.2020 19:45","56142","54826"
"03.07.2020 19:45 - 03.07.2020 20:00","56035","54382"
"03.07.2020 20:00 - 03.07.2020 20:15","55135","54029"
"03.07.2020 20:15 - 03.07.2020 20:30","54198","53405"
"03.07.2020 20:30 - 03.07.2020 20:45","53326","52617"
"03.07.2020 20:45 - 03.07.2020 21:00","52533","51748"
"03.07.2020 21:00 - 03.07.2020 21:15","50707","51086"
"03.07.2020 21:15 - 03.07.2020 21:30","51428","50397"
"03.07.2020 21:30 - 03.07.2020 21:45","50817","49889"
"03.07.2020 21:45 - 03.07.2020 22:00","50383","49968"
"03.07.2020 22:00 - 03.07.2020 22:15","50046","49835"
"03.07.2020 22:15 - 03.07.2020 22:30","49234","49141"
"03.07.2020 22:30 - 03.07.2020 22:45","48312","48163"
"03.07.2020 22:45 - 03.07.2020 23:00","47589","47254"
"03.07.2020 23:00 - 03.07.2020 23:15","46472","46247"
"03.07.2020 23:15 - 03.07.2020 23:30","45586","45416"
"03.07.2020 23:30 - 03.07.2020 23:45","44992","44809"
"03.07.2020 23:45 - 04.07.2020 00:00","44575","44230"
"04.07.2020 00:00 - 04.07.2020 00:15","43423","43340"
"04.07.2020 00:15 - 04.07.2020 00:30","42795","42512"
"04.07.2020 00:30 - 04.07.2020 00:45","42295","41885"
"04.07.2020 00:45 - 04.07.2020 01:00","41890","41679"
"04.07.2020 01:00 - 04.07.2020 01:15","41174","40993"
"04.07.2020 01:15 - 04.07.2020 01:30","40796","40461"
"04.07.2020 01:30 - 04.07.2020 01:45","40382","39868"
"04.07.2020 01:45 - 04.07.2020 02:00","39840","39913"
"04.07.2020 02:00 - 04.07.2020 02:15","39498","39590"
"04.07.2020 02:15 - 04.07.2020 02:30","39233","39555"
"04.07.2020 02:30 - 04.07.2020 02:45","39025","39400"
"04.07.2020 02:45 - 04.07.2020 03:00","38826","39074"
"04.07.2020 03:00 - 04.07.2020 03:15","38763","39104"
"04.07.2020 03:15 - 04.07.2020 03:30","38743","38993"
"04.07.2020 03:30 - 04.07.2020 03:45","38573","39026"
"04.07.2020 03:45 - 04.07.2020 04:00","38456","39288"
"04.07.2020 04:00 - 04.07.2020 04:15","38563","39227"
"04.07.2020 04:15 - 04.07.2020 04:30","38640","38797"
"04.07.2020 04:30 - 04.07.2020 04:45","38504","38599"
"04.07.2020 04:45 - 04.07.2020 05:00","38493","38499"
"04.07.2020 05:00 - 04.07.2020 05:15","38658","38365"
"04.07.2020 05:15 - 04.07.2020 05:30","38449","38307"
"04.07.2020 05:30 - 04.07.2020 05:45","38339","38183"
"04.07.2020 05:45 - 04.07.2020 06:00","38434","38505"
"04.07.2020 06:00 - 04.07.2020 06:15","39005","39123"
"04.07.2020 06:15 - 04.07.2020 06:30","39387","39631"
"04.07.2020 06:30 - 04.07.2020 06:45","39966","40390"
"04.07.2020 06:45 - 04.07.2020 07:00","40720","41234"
"04.07.2020 07:00 - 04.07.2020 07:15","42116","42694"
"04.07.2020 07:15 - 04.07.2020 07:30","43025","43051"
"04.07.2020 07:30 - 04.07.2020 07:45","44188","43696"
"04.07.2020 07:45 - 04.07.2020 08:00","45352","44727"
"04.07.2020 08:00 - 04.07.2020 08:15","46440","45653"
"04.07.2020 08:15 - 04.07.2020 08:30","47534","46534"
"04.07.2020 08:30 - 04.07.2020 08:45","48430","47249"
"04.07.2020 08:45 - 04.07.2020 09:00","49511","48143"
"04.07.2020 09:00 - 04.07.2020 09:15","50209","49234"
"04.07.2020 09:15 - 04.07.2020 09:30","50723","50099"
"04.07.2020 09:30 - 04.07.2020 09:45","51726","50990"
"04.07.2020 09:45 - 04.07.2020 10:00","52381","51808"
"04.07.2020 10:00 - 04.07.2020 10:15","52771","52328"
"04.07.2020 10:15 - 04.07.2020 10:30","53023","52353"
"04.07.2020 10:30 - 04.07.2020 10:45","53357","53212"
"04.07.2020 10:45 - 04.07.2020 11:00","53715","53273"
"04.07.2020 11:00 - 04.07.2020 11:15","53838","52253"
"04.07.2020 11:15 - 04.07.2020 11:30","54116","52817"
"04.07.2020 11:30 - 04.07.2020 11:45","54389","52903"
"04.07.2020 11:45 - 04.07.2020 12:00","54372","53396"
"04.07.2020 12:00 - 04.07.2020 12:15","54238","53480"
"04.07.2020 12:15 - 04.07.2020 12:30","54019","53751"
"04.07.2020 12:30 - 04.07.2020 12:45","53708","53675"
"04.07.2020 12:45 - 04.07.2020 13:00","53511","53048"
"04.07.2020 13:00 - 04.07.2020 13:15","52907","52253"
"04.07.2020 13:15 - 04.07.2020 13:30","52597","52410"
"04.07.2020 13:30 - 04.07.2020 13:45","52286","51833"
"04.07.2020 13:45 - 04.07.2020 14:00","51812","51441"
"04.07.2020 14:00 - 04.07.2020 14:15","51337","50594"
"04.07.2020 14:15 - 04.07.2020 14:30","51009","50180"
"04.07.2020 14:30 - 04.07.2020 14:45","50725","50765"
"04.07.2020 14:45 - 04.07.2020 15:00","50747","50883"
"04.07.2020 15:00 - 04.07.2020 15:15","50656","50021"
"04.07.2020 15:15 - 04.07.2020 15:30","50230","49561"
"04.07.2020 15:30 - 04.07.2020 15:45","50204","49636"
"04.07.2020 15:45 - 04.07.2020 16:00","50090","49788"
"04.07.2020 16:00 - 04.07.2020 16:15","49900","49869"
"04.07.2020 16:15 - 04.07.2020 16:30","49775","49213"
"04.07.2020 16:30 - 04.07.2020 16:45","49505","48655"
"04.07.2020 16:45 - 04.07.2020 17:00","49674","49096"
"04.07.2020 17:00 - 04.07.2020 17:15","50069","49678"
"04.07.2020 17:15 - 04.07.2020 17:30","49934","49726"
"04.07.2020 17:30 - 04.07.2020 17:45","49885","49386"
"04.07.2020 17:45 - 04.07.2020 18:00","50082","49301"
"04.07.2020 18:00 - 04.07.2020 18:15","50319","49396"
"04.07.2020 18:15 - 04.07.2020 18:30","50207","50127"
"04.07.2020 18:30 - 04.07.2020 18:45","50453","49719"
"04.07.2020 18:45 - 04.07.2020 19:00","50297","49285"
"04.07.2020 19:00 - 04.07.2020 19:15","50620","50138"
"04.07.2020 19:15 - 04.07.2020 19:30","50324","49458"
"04.07.2020 19:30 - 04.07.2020 19:45","49647","49119"
"04.07.2020 19:45 - 04.07.2020 20:00","49078","49040"
"04.07.2020 20:00 - 04.07.2020 20:15","48282","48418"
"04.07.2020 20:15 - 04.07.2020 20:30","47321","47656"
"04.07.2020 20:30 - 04.07.2020 20:45","46761","47526"
"04.07.2020 20:45 - 04.07.2020 21:00","45658","46712"
"04.07.2020 21:00 - 04.07.2020 21:15","43978","46231"
"04.07.2020 21:15 - 04.07.2020 21:30","45013","45685"
"04.07.2020 21:30 - 04.07.2020 21:45","44688","45553"
"04.07.2020 21:45 - 04.07.2020 22:00","44778","45427"
"04.07.2020 22:00 - 04.07.2020 22:15","44791","45482"
"04.07.2020 22:15 - 04.07.2020 22:30","44107","45379"
"04.07.2020 22:30 - 04.07.2020 22:45","43578","44629"
"04.07.2020 22:45 - 04.07.2020 23:00","42892","43876"
"04.07.2020 23:00 - 04.07.2020 23:15","42027","43171"
"04.07.2020 23:15 - 04.07.2020 23:30","41306","42666"
"04.07.2020 23:30 - 04.07.2020 23:45","40675","41996"
"04.07.2020 23:45 - 05.07.2020 00:00","40192","41320"
"05.07.2020 00:00 - 05.07.2020 00:15","38928","39791"
"05.07.2020 00:15 - 05.07.2020 00:30","38338","39319"
"05.07.2020 00:30 - 05.07.2020 00:45","37750","38986"
"05.07.2020 00:45 - 05.07.2020 01:00","37448","38363"
"05.07.2020 01:00 - 05.07.2020 01:15","36738","37318"
"05.07.2020 01:15 - 05.07.2020 01:30","36303","36772"
"05.07.2020 01:30 - 05.07.2020 01:45","35950","36546"
"05.07.2020 01:45 - 05.07.2020 02:00","35667","36063"
"05.07.2020 02:00 - 05.07.2020 02:15","35349","35489"
"05.07.2020 02:15 - 05.07.2020 02:30","35134","35422"
"05.07.2020 02:30 - 05.07.2020 02:45","34876","35044"
"05.07.2020 02:45 - 05.07.2020 03:00","34499","34942"
"05.07.2020 03:00 - 05.07.2020 03:15","34301","35449"
"05.07.2020 03:15 - 05.07.2020 03:30","34317","35284"
"05.07.2020 03:30 - 05.07.2020 03:45","34223","34834"
"05.07.2020 03:45 - 05.07.2020 04:00","34130","34969"
"05.07.2020 04:00 - 05.07.2020 04:15","34233","34886"
"05.07.2020 04:15 - 05.07.2020 04:30","34371","34931"
"05.07.2020 04:30 - 05.07.2020 04:45","34650","35043"
"05.07.2020 04:45 - 05.07.2020 05:00","34770","34701"
"05.07.2020 05:00 - 05.07.2020 05:15","34751","34822"
"05.07.2020 05:15 - 05.07.2020 05:30","34515","34976"
"05.07.2020 05:30 - 05.07.2020 05:45","34329","35007"
"05.07.2020 05:45 - 05.07.2020 06:00","34391","34903"
"05.07.2020 06:00 - 05.07.2020 06:15","34558","35458"
"05.07.2020 06:15 - 05.07.2020 06:30","34713","35717"
"05.07.2020 06:30 - 05.07.2020 06:45","34916","36039"
"05.07.2020 06:45 - 05.07.2020 07:00","35258","36248"
"05.07.2020 07:00 - 05.07.2020 07:15","36109","36923"
"05.07.2020 07:15 - 05.07.2020 07:30","36606","37267"
"05.07.2020 07:30 - 05.07.2020 07:45","37606","37974"
"05.07.2020 07:45 - 05.07.2020 08:00","38537","38672"
"05.07.2020 08:00 - 05.07.2020 08:15","39798","40203"
"05.07.2020 08:15 - 05.07.2020 08:30","40796","40932"
"05.07.2020 08:30 - 05.07.2020 08:45","41629","41951"
"05.07.2020 08:45 - 05.07.2020 09:00","42512","43048"
"05.07.2020 09:00 - 05.07.2020 09:15","43169","44214"
"05.07.2020 09:15 - 05.07.2020 09:30","43840","45146"
"05.07.2020 09:30 - 05.07.2020 09:45","44697","46232"
"05.07.2020 09:45 - 05.07.2020 10:00","45401","46794"
"05.07.2020 10:00 - 05.07.2020 10:15","46145","47159"
"05.07.2020 10:15 - 05.07.2020 10:30","47061","48315"
"05.07.2020 10:30 - 05.07.2020 10:45","47704","49078"
"05.07.2020 10:45 - 05.07.2020 11:00","48259","49720"
"05.07.2020 11:00 - 05.07.2020 11:15","48893","50864"
"05.07.2020 11:15 - 05.07.2020 11:30","49461","51794"
"05.07.2020 11:30 - 05.07.2020 11:45","49988","52084"
"05.07.2020 11:45 - 05.07.2020 12:00","50478","51393"
"05.07.2020 12:00 - 05.07.2020 12:15","50196","51972"
"05.07.2020 12:15 - 05.07.2020 12:30","50014","51984"
"05.07.2020 12:30 - 05.07.2020 12:45","49443","51130"
"05.07.2020 12:45 - 05.07.2020 13:00","48985","50699"
"05.07.2020 13:00 - 05.07.2020 13:15","48610","48981"
"05.07.2020 13:15 - 05.07.2020 13:30","48331","48634"
"05.07.2020 13:30 - 05.07.2020 13:45","47908","48331"
"05.07.2020 13:45 - 05.07.2020 14:00","47483","47965"
"05.07.2020 14:00 - 05.07.2020 14:15","46948","47609"
"05.07.2020 14:15 - 05.07.2020 14:30","46523","47418"
"05.07.2020 14:30 - 05.07.2020 14:45","46472","47971"
"05.07.2020 14:45 - 05.07.2020 15:00","46324","47134"
"05.07.2020 15:00 - 05.07.2020 15:15","46098","47785"
"05.07.2020 15:15 - 05.07.2020 15:30","45598","48036"
"05.07.2020 15:30 - 05.07.2020 15:45","45567","46750"
"05.07.2020 15:45 - 05.07.2020 16:00","45557","47005"
"05.07.2020 16:00 - 05.07.2020 16:15","45785","46437"
"05.07.2020 16:15 - 05.07.2020 16:30","45547","46914"
"05.07.2020 16:30 - 05.07.2020 16:45","45521","46498"
"05.07.2020 16:45 - 05.07.2020 17:00","45493","46925"
"05.07.2020 17:00 - 05.07.2020 17:15","46301","47784"
"05.07.2020 17:15 - 05.07.2020 17:30","46314","47024"
"05.07.2020 17:30 - 05.07.2020 17:45","46494","47895"
"05.07.2020 17:45 - 05.07.2020 18:00","46734","48325"
"05.07.2020 18:00 - 05.07.2020 18:15","47673","48302"
"05.07.2020 18:15 - 05.07.2020 18:30","47511","48971"
"05.07.2020 18:30 - 05.07.2020 18:45","47418","48049"
"05.07.2020 18:45 - 05.07.2020 19:00","47422","48656"
"05.07.2020 19:00 - 05.07.2020 19:15","47809","48541"
"05.07.2020 19:15 - 05.07.2020 19:30","47321","48394"
"05.07.2020 19:30 - 05.07.2020 19:45","47231","48287"
"05.07.2020 19:45 - 05.07.2020 20:00","46961","48074"
"05.07.2020 20:00 - 05.07.2020 20:15","46731","47625"
"05.07.2020 20:15 - 05.07.2020 20:30","46210","47524"
"05.07.2020 20:30 - 05.07.2020 20:45","45685","46934"
